Site Name;Latitude;Longitude;Provinces;Territoire;Zone;Population;Population Range;Nearest Site;Distance;Distance Level;300 Sites planned
Part1_23453_NewSite_8_913_401488;-5.69231;19.938919;Kwilu;Gungu;;247;0. <1K;BD_04_660_C0;5140,2;>5km;No
Part2_23453_NewSite_12_354_600874;-0.12536;29.194622;Nord-Kivu;Lubero;;1945;1. 1K~3K;CD3174;5141,7;>5km;No
Part2_23453_NewSite_4_831_200003;1.86868;29.022722;Ituri;Mambasa;;283;0. <1K;UL_Nduyi_POR;5143,3;>5km;No
Part1_23453_NewSite_1_287_50006;-4.86943;13.17494;Kongo Central;Tshela;;1338;1. 1K~3K;CD2420;5143,4;>5km;No
Part1_23453_NewSite_1_709_51675;-5.744612;15.999044;Kongo Central;Kimvula;;273;0. <1K;CD1538;5143,5;>5km;No
Part2_23453_NewSite_15_247_750540;-2.504415;27.649583;Sud-Kivu;Shabunda;;386;0. <1K;UL_Nzovu_SKV;5144,1;>5km;No
Part1_23453_NewSite_7_852_351077;-7.082691;17.322357;Kwango;Kasongo-Lunda;;72;0. <1K;UL_Yenga_BDD;5144,6;>5km;No
Part2_23453_NewSite_4_838_200013;1.883507;30.175807;Ituri;Djugu;;5665;3. 5K~10K;Kilo_POR;5145,7;>5km;No
Part2_23453_NewSite_3_878_150017;2.474412;27.891493;Haut-Uele;Rungu;;3561;2. 3K~5K;UL_Vube_POR;5146,9;>5km;No
Part1_23453_NewSite_5_283_250001;-5.239822;22.194719;Kasai Central;Demba;;5068;3. 5K~10K;Kashama_KOC;5148,6;>5km;Yes
Part1_23453_NewSite_4_426_200001;-6.951055;26.030675;Haut-Lomami;Kabongo;;1394;1. 1K~3K;KT_06_481_C0;5149,7;>5km;No
Part1_23453_NewSite_12_809_600003;-10.602218;25.523515;Lualaba;Mutshatsha;;4688;2. 3K~5K;CD4949;5149,7;>5km;No
Part1_23453_NewSite_8_912_401477;-5.602434;19.76936;Kwilu;Gungu;;6988;3. 5K~10K;CD2008;5153,4;>5km;No
Part1_23453_NewSite_8_769_401477;-4.835767;18.312523;Kwilu;Masi-Manimba;;1250;1. 1K~3K;Mpunza_BDD;5155,0;>5km;No
Part1_23453_NewSite_5_397_250004;-5.576504;22.492359;Kasai Central;Demba;;4574;2. 3K~5K;KO_04_15023_C0;5156,2;>5km;No
Part2_23453_NewSite_15_979_750002;-4.661246;28.76641;Sud-Kivu;Fizi;;1930;1. 1K~3K;CD2685;5156,4;>5km;No
Part1_23453_NewSite_4_627_200896;-7.43744;25.973748;Haut-Lomami;Kabongo;;1137;1. 1K~3K;KE_04_1690_C0;5160,2;>5km;No
Part2_23453_NewSite_1_808_50003;2.923274;25.892751;Bas-Uele;Bambesa;Nord;2238;1. 1K~3K;UL_Zobia_POR;5160,9;>5km;No
Part2_23453_NewSite_12_652_600876;-0.981994;28.94932;Nord-Kivu;Walikale;;931;0. <1K;UL_Kalembe_NKV;5161,2;>5km;No
Part1_23453_NewSite_8_373_402175;-4.007544;18.763724;Kwilu;Idiofa;;1183;1. 1K~3K;UL_Muzo_BDD;5161,5;>5km;No
Part1_23453_NewSite_1_66_50001;-4.455075;15.166403;Kinshasa;Mont Ngafula;;2490;1. 1K~3K;CD4338;5162,8;>5km;No
Part2_23453_NewSite_9_889_450013;-4.185855;26.477339;Maniema;Kasongo;;468;0. <1K;CD1351;5164,3;>5km;No
Part2_23453_NewSite_3_824_151151;2.981508;29.46837;Haut-Uele;Watsa;;540;0. <1K;UL_Limba_POR;5164,4;>5km;No
Part2_23453_NewSite_12_416_600875;-0.279253;29.364548;Nord-Kivu;Lubero;;196;0. <1K;UL_Mubana_NKV;5164,7;>5km;No
Part1_23453_NewSite_3_368_150003;-8.814473;28.601546;Haut-Katanga;Pweto;;2120;1. 1K~3K;CD1820;5168,4;>5km;No
Part1_23453_NewSite_3_722_150847;-11.554721;27.653727;Haut-Katanga;Kipushi;;2192;1. 1K~3K;CD4796;5169,4;>5km;No
Part2_23453_NewSite_18_507_900731;0.466346;25.419902;Tshopo;Ubundu;;2635;1. 1K~3K;Bagiba_BB_POR;5169,6;>5km;No
Part2_23453_NewSite_4_816_201019;1.894979;30.201607;Ituri;Djugu;;4528;2. 3K~5K;PO_05_030_C0;5170,8;>5km;Yes
Part2_23453_NewSite_3_805_151010;3.187261;29.894415;Haut-Uele;Faradje;;808;0. <1K;Makoro_POR;5171,7;>5km;No
Part1_23453_NewSite_4_749_200005;-8.283653;26.259759;Haut-Lomami;Bukama;;1996;1. 1K~3K;KT_06_1737_C0;5171,8;>5km;No
Part1_23453_NewSite_16_789_800006;-7.227338;27.092222;Tanganyka;Manono;;525;0. <1K;UL_Muyumba_Port_HLU;5172,1;>5km;No
Part1_23453_NewSite_1_333_50005;-4.96751;15.101992;Kongo Central;Madimba;;1569;1. 1K~3K;BC_03_048_C0;5172,3;>5km;No
Part1_23453_NewSite_1_375_50003;-5.172291;13.024716;Kongo Central;Tshela;;1786;1. 1K~3K;BC_03_115_C0;5172,7;>5km;No
Part2_23453_NewSite_15_790_750442;-3.941735;29.106144;Sud-Kivu;Fizi;;3535;2. 3K~5K;Loutete_BB_SKV;5173,0;>5km;Yes
Part2_23453_NewSite_15_434_750002;-3.036179;28.368008;Sud-Kivu;Mwenga;;3226;2. 3K~5K;KV_09_240_C0;5173,9;>5km;Yes
Part1_23453_NewSite_4_817_200004;-8.886906;25.604696;Haut-Lomami;Bukama;;818;0. <1K;Kabondo_Dianda_HLU;5174,1;>5km;No
Part2_23453_NewSite_4_839_200709;1.869228;30.340785;Ituri;Djugu;;6164;3. 5K~10K;CD2329;5174,1;>5km;No
Part2_23453_NewSite_4_410_200005;2.819673;30.481177;Ituri;Aru;;10739;4. 10K~20K;UL_Azumba_POR;5174,2;>5km;No
Part1_23453_NewSite_1_555_51031;-5.440557;13.25735;Kongo Central;Seke-Banza;;1991;1. 1K~3K;Mt_Bulubengi_KGC;5174,9;>5km;No
Part2_23453_NewSite_1_847_50506;2.831054;27.572694;Bas-Uele;Poko;Nord;6005;3. 5K~10K;CD5049;5176,3;>5km;No
Part2_23453_NewSite_4_904_201022;1.275386;30.156257;Ituri;Irumu;;7420;3. 5K~10K;Aveba_POR;5176,7;>5km;No
Part1_23453_NewSite_16_555_800002;-6.063728;27.208158;Tanganyka;Kabalo;;1050;1. 1K~3K;Yaudi_BB_HKT;5177,7;>5km;No
Part1_23453_NewSite_8_883_400008;-5.430717;18.388482;Kwilu;Masi-Manimba;;8099;3. 5K~10K;CD1995;5178,4;>5km;No
Part1_23453_NewSite_10_818_500732;-5.361972;21.511766;Kasai;Luebo;;1199;1. 1K~3K;UL_Kanyanganyanga_KOC;5179,6;>5km;No
Part1_23453_NewSite_16_803_800011;-7.231303;29.660046;Tanganyka;Moba;;4574;2. 3K~5K;UL_Kala_HKT;5180,3;>5km;No
Part1_23453_NewSite_3_644_151217;-10.981644;26.56706;Haut-Katanga;Kambove;;581;0. <1K;KT_03_608_C0;5181,1;>5km;No
Part1_23453_NewSite_7_110_351076;-4.463893;17.368014;Kwango;Kenge;;808;0. <1K;CD1553;5181,6;>5km;No
Part2_23453_NewSite_1_476_50001;4.655101;22.819184;Bas-Uele;Bondo;Nord;844;0. <1K;UL_Ndu_POR;5181,8;>5km;No
Part2_23453_NewSite_9_699_450667;-2.853885;26.845604;Maniema;Pangi;;1091;1. 1K~3K;UL_Kayeye_MAN;5182,7;>5km;No
Part1_23453_NewSite_10_834_500732;-5.560039;21.559786;Kasai;Luebo;;906;0. <1K;UL_Bajila_KOC;5184,6;>5km;No
Part2_23453_NewSite_12_421_600003;-0.135067;29.601776;Nord-Kivu;Oicha;;201;0. <1K;CD3169;5186,9;>5km;No
Part1_23453_NewSite_1_666_50003;-5.731228;14.111776;Kongo Central;Songololo;;2562;1. 1K~3K;BC_03_108_C0;5187,5;>5km;No
Part1_23453_NewSite_6_115_300386;-6.401654;23.541101;Kasai Oriental;Lupatapata;;2058;1. 1K~3K;KE_03_15040_C0;5187,6;>5km;No
Part2_23453_NewSite_3_855_150011;2.572719;27.474775;Haut-Uele;Rungu;;3401;2. 3K~5K;UL_Nolwa_POR;5187,8;>5km;No
Part2_23453_NewSite_4_677_201022;2.267902;31.047889;Ituri;Mahagi;;10734;4. 10K~20K;Mahagi_Nyarube_POR;5187,9;>5km;No
Part1_23453_NewSite_8_870_400005;-5.323085;19.833094;Kwilu;Idiofa;;2851;1. 1K~3K;UL_Madimbi_BDD;5188,0;>5km;No
Part2_23453_NewSite_3_859_150004;2.588587;28.192074;Haut-Uele;Wamba;;2454;1. 1K~3K;UL_Betongwe_POR;5189,2;>5km;No
Part2_23453_NewSite_4_818_200708;1.915316;30.559216;Ituri;Djugu;;14377;4. 10K~20K;CD2336;5191,1;>5km;No
Part2_23453_NewSite_18_428_900731;0.904773;23.492441;Tshopo;Yahuma;;1317;1. 1K~3K;UL_Lobolo_POR;5191,2;>5km;No
Part1_23453_NewSite_12_373_600621;-8.321167;22.688057;Lualaba;Kapanga;;679;0. <1K;KT_03_1674_C0;5192,5;>5km;No
Part2_23453_NewSite_15_165_750004;-2.13609;29.105944;Sud-Kivu;Idjwi;;1986;1. 1K~3K;KV_09_15101_C0;5192,9;>5km;No
Part1_23453_NewSite_4_818_200003;-8.844587;25.81447;Haut-Lomami;Bukama;;2691;1. 1K~3K;KT_06_1383_C0;5193,1;>5km;No
Part1_23453_NewSite_4_845_200004;-9.150823;26.284625;Haut-Lomami;Bukama;;319;0. <1K;KT_06_1871_C0;5193,2;>5km;No
Part1_23453_NewSite_10_926_500014;-6.564438;20.924921;Kasai;Kamonia;;1425;1. 1K~3K;CD2575;5194,1;>5km;No
Part1_23453_NewSite_5_464_250002;-5.670663;23.28957;Kasai Central;Dimbelenge;;5434;3. 5K~10K;KO_04_675_C0;5194,3;>5km;No
Part1_23453_NewSite_12_805_600005;-10.606756;24.693679;Lualaba;Mutshatsha;;118;0. <1K;UL_Kayembe_HLU;5194,3;>5km;No
Part2_23453_NewSite_12_229_600001;0.250687;29.247155;Nord-Kivu;Oicha;;12890;4. 10K~20K;CD2369;5197,3;>5km;No
Part1_23453_NewSite_1_691_51673;-5.589488;15.297327;Kongo Central;Madimba;;726;0. <1K;BC_03_051_C0;5198,4;>5km;No
Part1_23453_NewSite_1_294_50002;-4.971796;13.419579;Kongo Central;Luozi;;4569;2. 3K~5K;BC_03_3371_C0;5199,6;>5km;No
Part1_23453_NewSite_12_811_600005;-10.687793;25.830158;Lualaba;Mutshatsha;;422;0. <1K;CD2081;5199,8;>5km;No
Part2_23453_NewSite_3_856_150801;2.537172;27.743557;Haut-Uele;Wamba;;3391;2. 3K~5K;UL_Pawa_POR;5200,0;>5km;No
Part2_23453_NewSite_1_615_50605;3.969106;23.695165;Bas-Uele;Bondo;Nord;118;0. <1K;CD2089;5201,5;>5km;No
Part2_23453_NewSite_1_852_50002;2.623735;23.102818;Bas-Uele;Aketi;Nord;1328;1. 1K~3K;UL_Mombwasa_POR;5202,1;>5km;No
Part1_23453_NewSite_8_893_401478;-5.40045;20.120848;Kwilu;Gungu;;283;0. <1K;UL_Lac_Mashi_BDD;5202,7;>5km;No
Part1_23453_NewSite_8_843_402175;-5.133942;18.771949;Kwilu;Bulungu;;690;0. <1K;Kazamba_BDD;5203,2;>5km;No
Part1_23453_NewSite_14_689_700870;-2.717624;17.644319;Mai-Ndombe;Kutu;;226;0. <1K;Nioki_BDD;5203,4;>5km;No
Part1_23453_NewSite_4_426_200897;-6.964149;25.985718;Haut-Lomami;Kabongo;;381;0. <1K;KT_06_481_C0;5204,4;>5km;No
Part2_23453_NewSite_9_461_450892;-1.004709;27.16106;Maniema;Lubutu;;2321;1. 1K~3K;UL_Amisi_MAN;5204,9;>5km;No
Part1_23453_NewSite_3_322_150003;-8.432213;28.926116;Haut-Katanga;Pweto;;5655;3. 5K~10K;CD1537;5206,3;>5km;No
Part2_23453_NewSite_3_806_150002;3.0984;29.938112;Haut-Uele;Faradje;;28599;5. 20K~30K;UL_Rambi_POR;5209,6;>5km;No
Part1_23453_NewSite_12_752_600002;-10.201835;26.015529;Lualaba;Lubudi;;329;0. <1K;CD2042;5209,9;>5km;No
Part2_23453_NewSite_16_404_800006;3.574542;19.709815;Sud-Ubangi;Gemena;;998;0. <1K;UL_Bogose_EQT;5211,1;>5km;No
Part2_23453_NewSite_4_861_200715;1.620267;30.320917;Ituri;Irumu;;19615;4. 10K~20K;Katoto_POR;5212,6;>5km;No
Part1_23453_NewSite_16_133_800929;-5.229405;27.265637;Tanganyka;Kongolo;;674;0. <1K;UL_Nonge_HKT;5213,8;>5km;No
Part1_23453_NewSite_9_155_450002;-4.404105;15.565065;Kinshasa;Nsele;;6314;3. 5K~10K;KN_23_761_C0;5214,0;>5km;No
Part1_23453_NewSite_12_899_600001;-11.162396;25.451621;Lualaba;Mutshatsha;;2717;1. 1K~3K;KT_05_518_C0;5214,8;>5km;No
Part1_23453_NewSite_1_802_51032;-5.791031;16.05083;Kongo Central;Kimvula;;1101;1. 1K~3K;BC_03_3381_C0;5216,7;>5km;No
Part2_23453_NewSite_15_383_750695;-2.772833;28.717709;Sud-Kivu;Walungu;;1960;1. 1K~3K;CD1077;5218,3;>5km;No
Part2_23453_NewSite_11_824_550774;1.742473;21.356936;Mongala;Bongandanga;;834;0. <1K;UL_Busu_Djano_EQT;5218,5;>5km;No
Part1_23453_NewSite_7_618_350005;-5.609153;17.153497;Kwango;Kenge;;1261;1. 1K~3K;UL_Musamba_BDD;5218,6;>5km;No
Part2_23453_NewSite_16_517_800794;3.316362;19.430296;Sud-Ubangi;Gemena;;1266;1. 1K~3K;UL_Mbari_EQT;5219,3;>5km;No
Part2_23453_NewSite_13_930_650006;3.31941;20.84517;Nord-Ubangi;Businga;;1353;1. 1K~3K;EQ_04_029_C0;5219,7;>5km;No
Part1_23453_NewSite_12_249_600621;-8.191187;22.393456;Lualaba;Kapanga;;705;0. <1K;UL_Panda_Mwila_HLU;5219,8;>5km;No
Part2_23453_NewSite_9_717_450665;-2.97482;25.855319;Maniema;Kailo;;7178;3. 5K~10K;KV_06_116_C0;5220,5;>5km;Yes
Part1_23453_NewSite_8_779_402219;-4.97919;18.722001;Kwilu;Bulungu;;2228;1. 1K~3K;CD4572;5220,7;>5km;No
Part1_23453_NewSite_1_668_51030;-5.593698;14.334901;Kongo Central;Songololo;;551;0. <1K;BC_03_195_C0;5221,6;>5km;No
Part1_23453_NewSite_3_670_151218;-11.07155;26.765627;Haut-Katanga;Kambove;;473;0. <1K;KT_03_727_C0;5221,6;>5km;No
Part1_23453_NewSite_5_494_250004;-5.907209;22.239425;Kasai Central;Kazumba;;6031;3. 5K~10K;KO_04_15147_C0;5221,6;>5km;No
Part2_23453_NewSite_16_886_800001;2.183306;19.548648;Sud-Ubangi;Budjala;;8480;3. 5K~10K;UL_Mosange_EQT;5221,8;>5km;No
Part1_23453_NewSite_5_862_250737;-7.212842;22.004477;Kasai Central;Luiza;;1322;1. 1K~3K;KO_04_19544_C0;5222,8;>5km;No
Part1_23453_NewSite_1_241_51033;-4.814066;15.049516;Kongo Central;Kasangulu;;741;0. <1K;BC_03_024_C0;5223,3;>5km;No
Part1_23453_NewSite_8_466_400002;-4.154398;19.286502;Kwilu;Idiofa;;4070;2. 3K~5K;Kalo_BDD;5224,1;>5km;No
Part2_23453_NewSite_16_695_800006;2.772436;19.153194;Sud-Ubangi;Kungu;;1338;1. 1K~3K;EQ_05_083_C0;5224,1;>5km;No
Part2_23453_NewSite_11_738_550798;1.852697;21.810099;Mongala;Bongandanga;;468;0. <1K;UL_Bosondjo_EQT;5224,2;>5km;No
Part1_23453_NewSite_1_284_51034;-4.884337;13.071122;Kongo Central;Tshela;;566;0. <1K;CD3342;5224,7;>5km;No
Part1_23453_NewSite_11_405_550008;-5.821873;24.890285;Lomami;Lubao;;134;0. <1K;UL_Mpenge_Mukenga_KOR;5224,9;>5km;No
Part1_23453_NewSite_7_718_351077;-5.843579;16.86355;Kwango;Popokabaka;;895;0. <1K;BD_03_1529_C0;5225,3;>5km;No
Part1_23453_NewSite_8_858_400003;-5.217501;17.64141;Kwilu;Masi-Manimba;;1394;1. 1K~3K;CD2068;5225,9;>5km;No
Part2_23453_NewSite_1_585_50604;4.26495;23.59714;Bas-Uele;Bondo;Nord;520;0. <1K;UL_PK56_POR;5226,5;>5km;No
Part2_23453_NewSite_18_917_900003;-1.686797;25.790874;Tshopo;Ubundu;;525;0. <1K;UL_Kowe_MAN;5227,8;>5km;No
Part1_23453_NewSite_8_909_400004;-5.731238;19.222864;Kwilu;Gungu;;3159;2. 3K~5K;BD_04_862_C0;5228,0;>5km;No
Part2_23453_NewSite_18_433_900871;0.775793;24.39171;Tshopo;Isangi;;1091;1. 1K~3K;UL_Yangambi1_POR;5228,1;>5km;No
Part1_23453_NewSite_16_229_800927;-5.511745;26.828585;Tanganyka;Kongolo;;1096;1. 1K~3K;UL_Kaseya_HKT;5229,9;>5km;No
Part2_23453_NewSite_1_780_50004;3.039941;26.376381;Bas-Uele;Bambesa;Nord;2557;1. 1K~3K;UL_Danga_POR;5230,0;>5km;No
Part1_23453_NewSite_4_573_200005;-7.36456;24.304574;Haut-Lomami;Kaniama;;1029;1. 1K~3K;KT_06_1545_C0;5230,1;>5km;No
Part2_23453_NewSite_16_712_801229;2.75084;19.993282;Sud-Ubangi;Budjala;;1739;1. 1K~3K;UL_Bulu_EQT;5230,6;>5km;No
Part2_23453_NewSite_15_151_750006;-2.046377;28.593282;Sud-Kivu;Kalehe;;3607;2. 3K~5K;KV_09_226_C0;5230,7;>5km;No
Part1_23453_NewSite_5_246_250740;-5.044561;22.908591;Kasai Central;Dimbelenge;;72;0. <1K;KO_04_502_C0;5231,2;>5km;No
Part2_23453_NewSite_4_493_200963;2.714074;30.519372;Ituri;Mahagi;;5104;3. 5K~10K;UL_Apodo2_POR;5232,6;>5km;No
Part1_23453_NewSite_1_775_50007;-5.826966;14.853783;Kongo Central;Mbanza-Ngungu;;2676;1. 1K~3K;BC_03_3374_C0;5232,8;>5km;No
Part2_23453_NewSite_1_842_50003;2.761231;26.651783;Bas-Uele;Poko;Nord;3046;2. 3K~5K;UL_Mawa_Gare_POR;5233,0;>5km;No
Part2_23453_NewSite_3_827_150011;2.851051;30.024977;Haut-Uele;Faradje;;916;0. <1K;UL_Lanza_POR;5234,1;>5km;No
Part1_23453_NewSite_1_247_51031;-4.71189;15.422725;Kongo Central;Kasangulu;;602;0. <1K;BC_03_026_C0;5234,3;>5km;No
Part2_23453_NewSite_4_876_200010;1.397951;29.143657;Ituri;Mambasa;;473;0. <1K;UL_Magna_POR;5234,4;>5km;No
Part2_23453_NewSite_4_868_200001;1.39817;27.670219;Ituri;Mambasa;;864;0. <1K;PO_05_126_C0;5234,7;>5km;No
Part1_23453_NewSite_5_830_250002;-7.078548;22.984536;Kasai Central;Luiza;;1117;1. 1K~3K;KO_04_1793_C0;5235,6;>5km;No
Part1_23453_NewSite_9_169_450003;-4.318674;16.253299;Kinshasa;Maluku;;684;0. <1K;KN_24_709_C0;5238,2;>5km;No
Part2_23453_NewSite_4_160_200712;3.323408;30.795389;Ituri;Aru;;12926;4. 10K~20K;UL_Rogale_POR;5238,3;>5km;No
Part1_23453_NewSite_14_567_700004;-1.945573;16.547226;Mai-Ndombe;Yumbi;;4672;2. 3K~5K;Yumbi_BDD;5238,8;>5km;No
Part2_23453_NewSite_19_737_950012;-0.835563;22.783768;Tshuapa;Ikela;;1075;1. 1K~3K;UL_Mondombe_Etat_EQT;5239,0;>5km;No
Part2_23453_NewSite_15_438_750001;-2.968448;28.563843;Sud-Kivu;Mwenga;;1904;1. 1K~3K;CD1890;5240,5;>5km;No
Part1_23453_NewSite_1_601_51030;-5.53525;15.181963;Kongo Central;Mbanza-Ngungu;;1734;1. 1K~3K;BC_03_3384_C0;5241,1;>5km;No
Part2_23453_NewSite_9_988_450006;-4.928276;27.057347;Maniema;Kabambare;;1338;1. 1K~3K;KV_07_3070_C0;5242,6;>5km;No
Part2_23453_NewSite_9_480_450564;-1.241488;26.233162;Maniema;Lubutu;;2017;1. 1K~3K;UL_Molita_MAN;5243,2;>5km;No
Part2_23453_NewSite_14_813_700011;-3.892713;24.097037;Sankuru;Katako-Kombe;;82;0. <1K;UL_Okitodimba_KOR;5244,2;>5km;No
Part2_23453_NewSite_13_904_650003;3.374597;20.849663;Nord-Ubangi;Businga;;2156;1. 1K~3K;CD1560;5245,5;>5km;No
Part1_23453_NewSite_1_783_51673;-5.792417;15.245886;Kongo Central;Madimba;;134;0. <1K;BC_03_14761_C0;5246,4;>5km;No
Part1_23453_NewSite_1_372_50003;-5.052838;12.929715;Kongo Central;Tshela;;1775;1. 1K~3K;CD4314;5247,5;>5km;No
Part1_23453_NewSite_14_599_700782;-2.145571;17.117108;Mai-Ndombe;Inongo;;283;0. <1K;BD_05_653_C0;5247,7;>5km;No
Part2_23453_NewSite_11_550_550003;2.277631;22.161021;Mongala;Bumba;;4672;2. 3K~5K;UL_Ndobo_EQT;5248,0;>5km;No
Part1_23453_NewSite_3_697_150014;-11.294904;27.330668;Haut-Katanga;Kambove;;2969;1. 1K~3K;MMG_Sokorosho_HKT;5248,3;>5km;No
Part1_23453_NewSite_8_527_401477;-4.361799;18.445748;Kwilu;Bulungu;;5341;3. 5K~10K;UL_Mikwi_BDD;5248,4;>5km;No
Part1_23453_NewSite_8_787_401482;-4.978539;19.08529;Kwilu;Bulungu;;854;0. <1K;BD_04_698_C0;5249,0;>5km;No
Part2_23453_NewSite_4_757_200002;2.242002;30.929028;Ituri;Mahagi;;22939;5. 20K~30K;Mahagi_POR;5249,1;>5km;No
Part1_23453_NewSite_10_975_500910;-7.110823;21.017206;Kasai;Kamonia;;87;0. <1K;Dibanda_KOC;5249,1;>5km;No
Part2_23453_NewSite_12_593_600593;-0.710241;29.102713;Nord-Kivu;Lubero;;2490;1. 1K~3K;CD2375;5250,0;>5km;No
Part2_23453_NewSite_3_794_150642;3.0776;27.811014;Haut-Uele;Rungu;;3612;2. 3K~5K;UL_Nangazizi_POR;5250,9;>5km;No
Part2_23453_NewSite_12_538_600002;-0.585455;29.299976;Nord-Kivu;Lubero;;10420;4. 10K~20K;CD2362;5252,2;>5km;No
Part2_23453_NewSite_1_780_50005;3.20118;26.374515;Bas-Uele;Bambesa;Nord;1132;1. 1K~3K;UL_Kembisa_POR;5253,1;>5km;No
Part1_23453_NewSite_8_792_401478;-5.009998;19.348485;Kwilu;Idiofa;;293;0. <1K;BD_04_039_C0;5254,6;>5km;No
Part1_23453_NewSite_4_320_200007;-6.719725;25.542203;Haut-Lomami;Kabongo;;1050;1. 1K~3K;KT_06_1542_C0;5256,2;>5km;No
Part1_23453_NewSite_8_530_400001;-4.367458;18.515961;Kwilu;Bulungu;;8531;3. 5K~10K;UL_Mikwi_BDD;5257,2;>5km;No
Part1_23453_NewSite_7_443_350006;-5.276059;16.869318;Kwango;Kenge;;504;0. <1K;UL_Kasindji_BDD;5257,2;>5km;No
Part2_23453_NewSite_11_514_550001;2.323257;20.523319;Mongala;Lisala;;10770;4. 10K~20K;Binga_EQT;5257,4;>5km;No
Part2_23453_NewSite_12_719_600008;-1.033779;29.363143;Nord-Kivu;Rutshuru;;139;0. <1K;Ishasha_NKV;5258,5;>5km;No
Part1_23453_NewSite_11_493_550001;-6.060145;25.475113;Lomami;Lubao;;3417;2. 3K~5K;KE_04_3096_C0;5261,1;>5km;No
Part1_23453_NewSite_4_658_201130;-7.685287;27.151783;Haut-Lomami;Malemba-Nkulu;;988;0. <1K;KT_05_1637_C0;5261,7;>5km;No
Part1_23453_NewSite_9_55_450209;-4.27196;16.280531;Kinshasa;Maluku;;376;0. <1K;KN_24_709_C0;5262,8;>5km;No
Part1_23453_NewSite_1_474_51032;-5.188598;13.626401;Kongo Central;Luozi;;221;0. <1K;UL_Paroisse_Kingoma_KGC;5264,2;>5km;No
Part1_23453_NewSite_16_478_800001;-5.834045;28.484632;Tanganyka;Kalemie;;443;0. <1K;UL_Kyoko_HKT;5265,3;>5km;No
Part2_23453_NewSite_12_874_600873;-1.635684;28.10382;Nord-Kivu;Walikale;;1523;1. 1K~3K;UL_Itibero_NKV;5266,3;>5km;No
Part2_23453_NewSite_15_439_750442;-2.883444;28.667618;Sud-Kivu;Mwenga;;2820;1. 1K~3K;CD1044;5266,6;>5km;No
Part2_23453_NewSite_1_786_50003;3.1259;27.41975;Bas-Uele;Poko;Nord;3576;2. 3K~5K;UL_Nalamu_POR;5267,5;>5km;No
Part2_23453_NewSite_9_989_450006;-4.857898;27.178676;Maniema;Kabambare;;587;0. <1K;KV_07_3084_C0;5268,2;>5km;No
Part2_23453_NewSite_12_651_600876;-1.028739;28.88801;Nord-Kivu;Masisi;;154;0. <1K;KV_08_3246_C0;5269,0;>5km;No
Part2_23453_NewSite_4_898_200004;1.251238;29.093344;Ituri;Mambasa;;2038;1. 1K~3K;UL_Some_POR;5269,1;>5km;No
Part1_23453_NewSite_4_706_200005;-8.070465;27.139442;Haut-Lomami;Malemba-Nkulu;;952;0. <1K;UL_Kiolo_HKT;5269,3;>5km;No
Part2_23453_NewSite_4_764_200008;2.191836;31.227956;Ituri;Mahagi;;8907;3. 5K~10K;PO_05_046_C0;5269,4;>5km;No
Part1_23453_NewSite_3_796_150011;-12.020383;28.014556;Haut-Katanga;Sakania;;77;0. <1K;UL_Kawayongo_HLU;5269,7;>5km;No
Part1_23453_NewSite_5_332_250005;-5.402992;21.990168;Kasai Central;Demba;;3350;2. 3K~5K;KO_04_15022_C0;5269,9;>5km;No
Part2_23453_NewSite_3_861_150798;2.547311;28.652113;Haut-Uele;Watsa;;67;0. <1K;UL_Apodo_POR;5271,0;>5km;No
Part2_23453_NewSite_4_923_200007;1.040223;29.625386;Ituri;Irumu;;376;0. <1K;PO_05_035_C0;5271,2;>5km;No
Part2_23453_NewSite_1_831_50011;2.752559;24.752681;Bas-Uele;Buta;Nord;93;0. <1K;Buta_POR;5271,6;>5km;No
Part2_23453_NewSite_12_419_600879;-0.237172;29.387635;Nord-Kivu;Lubero;;57;0. <1K;KV_08_15213_C0;5273,6;>5km;No
Part2_23453_NewSite_12_665_600004;-0.885502;29.618775;Nord-Kivu;Rutshuru;;4369;2. 3K~5K;KV_08_192_C0;5273,7;>5km;No
Part1_23453_NewSite_8_891_401483;-5.415335;19.830211;Kwilu;Idiofa;;278;0. <1K;BD_04_662_C0;5274,7;>5km;No
Part1_23453_NewSite_1_467_51030;-5.2973;13.130399;Kongo Central;Tshela;;890;0. <1K;UL_Mission_Vaku_KGC;5274,7;>5km;No
Part2_23453_NewSite_12_720_600874;-1.124643;29.20152;Nord-Kivu;Rutshuru;;4060;2. 3K~5K;KV_08_311_C0;5275,9;>5km;No
Part1_23453_NewSite_10_976_500009;-7.168678;21.189293;Kasai;Kamonia;;1250;1. 1K~3K;CD2548;5276,9;>5km;No
Part1_23453_NewSite_8_454_401482;-4.162046;18.735385;Kwilu;Bulungu;;1271;1. 1K~3K;UL_Sala_BDD;5277,1;>5km;No
Part2_23453_NewSite_12_220_600872;0.328807;28.970533;Nord-Kivu;Lubero;;1930;1. 1K~3K;KV_08_720_C0;5277,3;>5km;No
Part2_23453_NewSite_4_497_200708;2.699283;30.694886;Ituri;Mahagi;;14763;4. 10K~20K;UL_Ameri_POR;5278,3;>5km;No
Part1_23453_NewSite_12_841_600002;-10.823721;25.898885;Lualaba;Mutshatsha;;2074;1. 1K~3K;KT_07_309_C0;5278,7;>5km;No
Part1_23453_NewSite_12_783_600012;-10.339003;26.174218;Lualaba;Lubudi;;1070;1. 1K~3K;KT_03_1684_C0;5279,1;>5km;No
